1	8.61482
2	13.0108
3	9.61798
4	9.89373
5	9.44766
6	9.42876
7	8.59904
8	12.9743
9	12.5192
10	11.799
11	9.93208
12	9.48095
13	14.0526
14	9.63612
15	10.0591
16	10.2718
17	11.3847
18	12.4515
19	9.74639
20	9.52665
21	8.28679
22	8.97159
23	9.08121
24	9.34929
25	8.03249
26	10.6598
27	11.6283
28	10.4392
29	8.15579
30	7.10055
31	10.0851
32	8.31743
33	8.0607
34	8.82715
35	10.2556
36	6.61932
37	6.23596
38	7.20556
39	7.63531
40	7.71478
41	5.64115
42	7.75667
43	8.97919
44	6.34006
45	8.41101
46	8.49513
47	8.91062
48	9.42853
49	9.57618
50	9.40098
51	9.29981
52	7.29442
53	7.44049
54	8.46314
55	8.29202
56	7.89386
57	8.6578
58	8.34603
59	9.46784
60	7.87845
61	9.12777
62	8.05738
63	9.70886
64	8.0143
65	7.73262
66	8.95534
67	8.92994
68	10.2859
69	8.61773
70	7.93538
71	7.59193
72	7.44789
73	6.39061
74	8.36192
75	8.34336
76	8.80071
77	11.9885
78	6.61353
79	7.25007
80	11.5583
81	6.91429
82	7.06745
83	7.2908
84	7.38292
85	6.62436
86	10.5142
87	10.8681
88	8.26208
89	7.38597
90	7.13276
91	7.38047
92	8.43622
93	9.4419
94	8.77473
95	8.07532
96	10.1842
97	8.20291
98	6.64451
99	7.66846
100	6.25129
101	11.9201
102	11.8555
103	10.8374
104	10.6602
105	10.9574
106	11.4043
107	10.9718
108	9.13849
109	9.08342
110	8.95299
111	9.46422
112	10.2647
113	11.2197
114	9.66797
115	10.049
116	8.61682
117	10.7981
118	8.98277
119	8.81841
120	6.88875
121	8.09543
122	8.9729
123	8.82664
124	10.0531
125	8.19028
126	7.73818
127	10.0451
128	8.68239
129	0
130	8.42698
131	6.93877
132	7.94934
133	8.53052
134	7.63591
135	8.30888
136	10.006
137	9.55025
138	7.22943
139	9.58255
140	7.21137
141	8.09115
142	7.94034
143	8.38201
144	7.40591
145	7.73376
146	7.10298
147	7.55275
148	11.3306
149	7.42642
150	7.1758
151	8.48809
152	7.96355
153	9.21833
154	6.30812
155	7.22313
156	9.39961
157	9.79884
158	6.36294
159	9.53204
160	8.97892
161	9.42793
162	8.58608
163	6.40117
164	6.83588
165	9.9551
166	8.9119
167	12.8447
168	11.3479
169	10.6446
170	8.63682
171	9.68088
172	8.79416
173	9.58624
174	11.9441
175	10.1617
176	9.30964
177	9.75278
178	9.9312
179	8.9951
180	12.194
181	10.464
182	8.44298
183	9.52941
184	12.6407
185	11.8619
186	12.5415
187	9.10343
188	8.89204
189	8.53406
190	9.73894
191	10.1116
192	8.57034
193	10.7651
194	10.2086
195	12.0046
196	9.85829
197	9.04418
198	9.44062
199	7.69404
200	9.36349
201	8.30659
202	10.1387
203	7.67011
204	8.26435
205	8.4815
206	7.89611
207	8.19546
208	8.11573
209	8.8509
210	11.0709
211	8.01974
212	8.06092
213	7.34782
214	10.6192
215	11.3436
216	8.20031
217	7.46567
218	8.13111
219	8.2996
220	6.65316
221	8.68533
222	8.3841
223	5.92906
224	9.26535
225	6.917
226	7.38894
227	8.15982
228	9.3271
229	9.03246
230	6.12138
231	6.08465
232	10.4181
233	9.27365
234	8.71936
235	6.92805
236	8.59715
237	7.81471
238	6.70961
239	6.93441
240	7.35635
241	7.03715
242	8.40891
243	12.0858
244	7.33324
245	7.0388
246	8.31519
247	8.96442
248	8.35679
249	8.19811
250	8.18429
251	10.163
252	8.32459
253	8.95858
254	6.24578
255	6.29745
256	8.34343
257	9.96819
258	11.3402
259	8.64886
260	9.55806
261	8.32171
262	9.44373
263	8.53465
264	9.0538
265	8.91249
266	9.03569
267	8.48898
268	8.64444
269	11.8043
270	9.13654
271	11.3678
272	8.75578
273	8.33528
274	9.50226
275	9.14621
276	10.7952
277	9.61989
278	8.41404
279	8.30717
280	9.03707
281	8.25011
282	8.22759
283	9.06899
284	9.55189
285	8.34792
286	7.21994
287	9.35249
288	7.26838
289	8.61293
290	7.83149
291	7.42396
292	8.86925
293	7.35004
294	7.01425
295	7.47123
296	7.89624
297	7.2516
298	7.38487
299	12.3472
300	10.3052
301	10.781
302	6.53844
303	6.52612
304	6.47748
305	8.68508
306	7.34712
307	9.57191
308	8.66017
309	7.57318
310	7.52959
311	7.73842
312	10.1008
313	8.54703
314	6.95971
315	7.59632
316	7.61518
