0	6.9332
1	7.56717
2	7.95354
3	6.82913
4	12.5338
5	12.4575
6	11.9466
7	6.63871
8	12.4016
9	12.7511
10	13.3665
11	10.6067
12	10.9321
13	8.72974
14	10.9152
15	10.2876
16	10.3679
17	9.13534
18	8.31106
19	8.07472
20	8.5658
21	8.69601
22	8.56023
23	8.18736
24	7.96385
25	10.448
26	8.4227
27	9.0933
28	9.74813
29	6.30153
30	9.59378
31	11.8166
32	7.33225
33	8.11024
34	10.3246
35	12.2306
36	7.71043
37	7.58235
38	8.28631
39	7.79003
40	9.95054
41	7.48474
42	12.5733
43	7.73589
44	7.69581
45	8.29932
46	7.37157
47	7.6345
48	7.34255
49	10.7838
50	10.6931
51	11.8509
52	9.89379
53	9.8588
54	9.91998
55	10.1695
56	9.80647
57	8.35089
58	9.47077
59	6.48706
60	8.28554
61	7.13137
62	7.27872
63	6.78951
64	8.13585
65	9.03097
66	9.08845
67	7.92959
68	11.49
69	7.22258
70	8.2299
71	8.67677
72	6.36406
73	6.40107
74	7.40059
75	6.92936
76	8.54343
77	7.33273
78	6.1633
79	6.63908
80	7.18078
81	6.43329
82	6.08228
83	7.76693
84	6.84914
85	6.58882
86	7.23877
87	7.00711
88	5.45797
89	6.42128
90	6.06827
91	5.92932
92	6.0762
93	6.71076
94	7.16239
95	7.37481
96	7.15818
97	7.02355
98	7.40725
99	6.16977
100	8.29876
101	7.85019
102	7.43856
103	7.15815
104	6.08454
105	7.31864
106	7.52205
107	7.86938
108	9.47891
109	10.0909
110	8.5404
111	7.88429
112	6.80065
113	6.61889
114	6.64795
115	6.03793
116	12.4286
117	9.30428
118	9.88324
119	10.1733
120	6.56518
121	8.91447
122	8.17161
123	6.50513
124	8.79339
125	6.90357
126	7.40375
127	10.0675
128	6.98194
129	8.22909
130	7.04907
131	7.30924
132	7.95406
133	7.14143
134	9.42735
135	6.10194
136	7.47657
137	8.16494
138	8.47269
139	10.7151
140	7.61376
141	7.03989
142	7.11627
143	7.34112
144	6.45795
145	7.03229
146	6.49662
147	6.35685
148	11.2128
149	7.39864
150	8.59633
151	7.19496
152	7.22328
153	6.76739
154	8.58096
155	7.62986
156	9.59098
157	9.39105
158	10.0747
159	10.762
160	9.80439
161	7.38434
162	9.46856
163	7.08507
164	13.2759
165	7.3116
166	7.19059
167	7.5226
168	7.97479
169	7.77575
170	10.2509
171	6.48408
172	7.62927
173	7.30933
174	8.04026
175	7.59436
176	7.25731
177	7.1868
178	6.47451
179	6.35577
180	7.22257
181	11.4014
182	9.77683
183	7.6335
184	7.86971
185	7.40684
186	7.72814
187	9.16482
188	9.45975
189	9.48097
190	6.90408
191	7.17975
192	8.60761
193	7.11384
194	6.91763
195	7.4899
196	6.69175
197	6.58421
198	6.77544
199	7.80586
200	10.4733
201	10.6795
202	9.74797
203	7.36312
204	7.39879
205	6.60594
206	8.85313
207	6.51014
208	6.1269
209	6.78797
210	8.69836
211	9.82545
212	9.70362
213	8.12005
214	14.3816
215	10.4111
216	10.5799
217	11.21
218	7.526
219	7.61356
220	11.2273
221	8.26574
222	6.12158
223	9.29561
224	11.4978
225	8.24513
226	10.9603
227	8.2863
228	10.8127
229	11.002
230	7.5277
231	8.34824
232	9.2576
233	8.84002
234	13.1223
235	7.36838
236	5.88166
237	5.74306
238	8.00685
239	7.47329
240	7.96878
241	6.59451
242	6.73215
243	8.66185
244	5.78538
245	7.64911
246	8.04485
247	6.03231
248	8.97242
249	10.1109
250	9.72643
251	8.38917
252	10.8825
253	10.854
254	8.5798
255	9.13842
256	8.51264
257	8.43426
258	8.48153
259	10.9341
260	11.6114
261	11.3876
262	11.0572
263	9.84024
264	10.0269
265	7.7301
266	8.38728
267	8.96257
268	9.70201
269	13.4078
270	8.67603
271	12.228
272	9.84949
